statut_pdc;arrondissement;nom_station;nbre_pdc;date_mise_en_service;coordonneesxy
En service;Paris centre;Paris | Rue de L'Amiral De Coligny 1;3;2021-03-15T14:41:48+00:00;48.86003, 2.34046
En service;05e Arrondissement;Paris | Rue Claude Bernard 36;5;2024-10-10T15:26:53+00:00;48.839592, 2.3480084
En service;08e Arrondissement;Paris | SAEMES Parking Saint-Augustin;15;2024-03-19T09:41:52+00:00;48.87577, 2.320347
En service;08e Arrondissement;Paris | SAEMES Parking Saint-Augustin;15;2024-03-19T09:41:52+00:00;48.87577, 2.320347
En service;08e Arrondissement;Paris | SAEMES Parking Saint-Augustin;15;2024-03-19T09:41:52+00:00;48.87577, 2.320347
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2022-10-19T16:25:18+00:00;48.846973, 2.2558389
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-08-08T11:37:19+00:00;48.856796, 2.3538697
En service;20e Arrondissement;Paris | rue Frédérick Lemaître 5;6;2021-12-08T10:10:01+00:00;48.873646, 2.3911798
En service;20e Arrondissement;Paris | Rue Pelleport 86;4;2021-12-08T09:22:21+00:00;48.867603, 2.4021437
En service;20e Arrondissement;Paris | Rue des Pyrénées 137;6;2021-11-03T09:12:33+00:00;48.85844, 2.402911
En service;20e Arrondissement;Paris | Rue du Télégraphe 16;5;2021-12-01T10:17:17+00:00;48.87233, 2.39951
En service;19e Arrondissement;Paris | Rue Manin 159;6;2021-11-03T09:15:24+00:00;48.886097, 2.3936
En service;18e Arrondissement;Paris | Rue Sofia 16;6;2021-12-01T10:21:47+00:00;48.885006, 2.3475914
En service;17e Arrondissement;Paris | Avenue Carnot 28;6;2021-11-23T16:31:35+00:00;48.87683, 2.2928
En service;17e Arrondissement;Paris | Avenue Carnot 28;6;2021-11-23T16:31:07+00:00;48.87683, 2.2928
En service;17e Arrondissement;Paris | Avenue Carnot 28;6;2021-11-23T16:30:53+00:00;48.87683, 2.2928
En service;17e Arrondissement;Paris | Rue Brunel 42;6;2021-11-23T16:36:08+00:00;48.878845, 2.2878556
En service;16e Arrondissement;Paris | Rue Pétrarque 2;4;2021-11-09T10:56:35+00:00;48.861294, 2.28423
En service;14e Arrondissement;Paris | Avenue Jean Moulin 34;6;2021-10-19T15:33:36+00:00;48.82668, 2.3237355
En service;14e Arrondissement;Paris | Rue Henri Barbusse 66;6;2021-10-26T14:05:10+00:00;48.83912, 2.337229
En service;13e Arrondissement;Paris | Rue Jeanne D'Arc 157;4;2021-12-01T10:29:40+00:00;48.83656, 2.3592348
En service;12e Arrondissement;Paris | Rue des Pirogues de Bercy 44;7;2021-10-12T15:30:17+00:00;48.833412, 2.388111
En service;09e Arrondissement;Paris | boulevard de la Madeleine  8;4;2023-03-29T09:17:37+00:00;48.86972, 2.326691
En service;09e Arrondissement;Paris | boulevard de la Madeleine  8;4;2023-03-29T09:13:37+00:00;48.86972, 2.326691
En service;07e Arrondissement;Paris | boulevard Saint-Germain 188;4;2021-10-19T15:29:40+00:00;48.85461, 2.329982
En service;05e Arrondissement;Paris | Rue Paul Painlevé 7;5;2021-10-12T15:48:05+00:00;48.849903, 2.3444285
En service;05e Arrondissement;Paris | Rue Paul Painlevé 7;5;2021-10-12T15:46:43+00:00;48.849903, 2.3444285
En service;05e Arrondissement;Paris | Rue Linnée 18;7;2021-10-06T15:31:18+00:00;48.845257, 2.3548336
En service;06e Arrondissement;Paris | Rue Michelet 6;7;2021-10-26T13:55:19+00:00;48.842564, 2.3363895
En service;06e Arrondissement;Paris | Rue Michelet 6;7;2021-10-26T13:54:52+00:00;48.842564, 2.3363895
En service;06e Arrondissement;Paris | Rue Michelet 6;7;2021-10-26T13:54:07+00:00;48.842564, 2.3363895
En service;06e Arrondissement;Paris | Rue de Rennes 105;4;2021-11-09T10:57:12+00:00;48.84896, 2.328735
En service;06e Arrondissement;Paris | Rue de Rennes 105;4;2021-11-09T10:56:56+00:00;48.84896, 2.328735
En service;06e Arrondissement;Paris | Rue Péguy 2;6;2021-11-16T16:27:29+00:00;48.843006, 2.3280363
En service;Paris centre;Paris | Rue de Turenne 98;5;2021-10-12T15:31:23+00:00;48.86235, 2.3648512
En service;18e Arrondissement;Paris | Boulevard de Clichy 2;5;2021-09-14T14:17:52+00:00;48.8823, 2.3395
En service;17e Arrondissement;Paris | Rue Legendre 126;5;2022-02-04T19:44:47+00:00;48.8888, 2.3222
En service;17e Arrondissement;Paris | Rue de Courcelles 210;6;2021-09-14T13:54:23+00:00;48.8867, 2.2955
En service;16e Arrondissement;Paris | Avenue Marceau 1;5;2021-09-07T10:31:47+00:00;48.8655, 2.2996
En service;16e Arrondissement;Paris | Avenue Henri Martin 70;6;2021-09-07T10:26:39+00:00;48.8646, 2.2754
En service;16e Arrondissement;Paris | Boulevard Émile Augier 20;4;2021-09-14T14:06:03+00:00;48.8603, 2.274
En service;16e Arrondissement;Paris | Place des États-Unis 16;5;2021-09-01T07:19:30+00:00;48.8685, 2.2927
En service;16e Arrondissement;Paris |  Avenue de Malakoff 115;6;2021-09-14T00:00:00+00:00;48.8735, 2.2843
En service;20e Arrondissement;Paris | Rue Guébriant 6;6;2021-09-01T07:59:49+00:00;48.8731, 2.4092
En service;15e Arrondissement;Paris | Rue de l'Arrivée 16;6;2021-09-01T07:48:34+00:00;48.8432, 2.3217
En service;18e Arrondissement;Paris | Rue Marcadet 150;7;2021-08-05T09:07:03+00:00;48.8913, 2.3385
En service;19e Arrondissement;Paris | Rue Adolphe Mille 8;6;2021-11-03T09:21:15+00:00;48.8886, 2.3888
En service;Paris centre;Paris | Rue Perrée 18;6;2021-08-26T11:04:06+00:00;48.86502, 2.360503
En service;Paris centre;Paris | Rue Perrée 18;6;2021-08-26T11:04:49+00:00;48.86502, 2.360503
En service;14e Arrondissement;Paris | Boulevard Edgar Quinet 2;6;2021-08-26T16:28:32+00:00;48.83951, 2.3301675
En service;14e Arrondissement;Paris | Rue Didot 41;4;2021-09-01T07:57:35+00:00;48.831856, 2.3202972
En service;14e Arrondissement;Paris | Rue du Départ 23;6;2021-09-01T07:45:50+00:00;48.842175, 2.323305
En service;11e Arrondissement;Paris | Bis Avenue Parmentier 125;6;2021-08-26T10:20:20+00:00;48.86908, 2.371679
En service;10e Arrondissement;Paris | Rue de Metz 6;4;2021-08-17T09:49:08+00:00;48.87081, 2.354076
En service;12e Arrondissement;Paris | Boulevard de la Bastille 20;6;2021-09-01T07:37:05+00:00;48.84837, 2.367915
En service;08e Arrondissement;Paris | Avenue George V 44;6;2021-09-21T13:11:00+00:00;48.87057, 2.301121
En service;08e Arrondissement;Paris | Rue de Courcelles 69;7;2021-09-14T13:58:57+00:00;48.87835, 2.3044934
En service;05e Arrondissement;Paris | Rue Gay-Lussac 66;5;2021-08-11T10:54:41+00:00;48.842007, 2.3430684
En service;05e Arrondissement;Paris | Rue Gay-Lussac 66;5;2021-08-11T10:54:37+00:00;48.842007, 2.3430684
En service;05e Arrondissement;Paris | Rue Dante 1;4;2021-08-11T10:16:36+00:00;48.851387, 2.3472476
En service;Paris centre;Paris | Rue Vivienne 43;4;2021-11-03T09:23:57+00:00;48.870564, 2.3408933
En service;Paris centre;Paris | Rue des Croix des Petits Champs 4;4;2021-09-21T13:32:11+00:00;48.862465, 2.3393006
En service;09e Arrondissement;Paris | Rue Victor Massé 35;5;2021-07-21T00:00:00+00:00;48.88109, 2.336666
En service;18e Arrondissement;Paris | Rue Charles Hermite 52;6;2021-07-21T15:54:57+00:00;48.89905, 2.3649826
En service;19e Arrondissement;Paris | Rue Jacques Duchesne 1;6;2021-07-13T13:10:58+00:00;48.898933, 2.3740363
En service;17e Arrondissement;Paris | Avenue de la Porte Pouchet 6;6;2021-07-12T13:58:22+00:00;48.897976, 2.323452
En service;07e Arrondissement;Paris | Boulevard de la Tour-Maubourg 76;6;2021-07-13T14:39:24+00:00;48.856014, 2.3097644
En service;15e Arrondissement;Paris | Rue de la Convention 171;5;2021-07-09T06:44:02+00:00;48.838314, 2.2943442
En service;12e Arrondissement;Paris | Rue Abel 7-9;5;2024-10-10T15:26:53+00:00;48.846645, 2.3747718
En service;13e Arrondissement;Paris | avenue Edisson 67;3;2024-12-11T11:53:40+00:00;48.829895, 2.3587494
En service;08e Arrondissement;Paris | SAEMES Parking Saint-Augustin;15;2024-03-19T09:41:52+00:00;48.87577, 2.320347
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2022-10-19T16:20:23+00:00;48.846973, 2.2558389
En service;11e Arrondissement;Paris | avenue de la République 105;5;2023-03-29T10:28:11+00:00;48.86322, 2.3862243
En service;11e Arrondissement;Paris | avenue de la République 105;5;2023-03-29T10:26:06+00:00;48.86322, 2.3862243
En service;13e Arrondissement;Paris | Avenue D'Ivry 58;5;2022-01-13T16:47:08+00:00;48.824066, 2.364308
En service;20e Arrondissement;Paris | rue Frédérick Lemaître 5;6;2021-12-08T10:10:15+00:00;48.873646, 2.3911798
En service;10e Arrondissement;Paris | Rue du Faubourg Poissonnière 64;4;2021-11-23T16:20:32+00:00;48.87517, 2.348162
En service;20e Arrondissement;Paris | Rue Pelleport 105 bis;5;2021-12-01T10:13:58+00:00;48.870655, 2.3991733
En service;20e Arrondissement;Paris | Rue des Pyrénées 356;6;2021-11-16T16:34:31+00:00;48.87387, 2.3864658
En service;18e Arrondissement;Paris | Rue Ramey 62;6;2021-12-01T10:24:28+00:00;48.891644, 2.344978
En service;17e Arrondissement;Paris | Rue Brémontier 19;7;2021-12-14T14:17:45+00:00;48.884953, 2.3035011
En service;17e Arrondissement;Paris | Boulevard Pereire 50;4;2021-12-01T09:58:06+00:00;48.887695, 2.3050365
En service;16e Arrondissement;Paris | Rue de la Pompe 137;7;2021-11-03T08:59:40+00:00;48.867313, 2.280347
En service;17e Arrondissement;Paris | Rue Navier 47;6;2021-11-23T16:22:37+00:00;48.895756, 2.3242009
En service;16e Arrondissement;Paris | Avenue Raymond Poincaré 51;6;2021-11-09T10:54:57+00:00;48.86697, 2.2858796
En service;15e Arrondissement;Paris | Rue Olivier de Serres 3;4;2021-11-03T09:11:24+00:00;48.837017, 2.2986736
En service;14e Arrondissement;Paris | Avenue Jean Moulin 34;6;2021-10-19T15:33:18+00:00;48.82668, 2.3237355
En service;13e Arrondissement;Paris | Rue de Tolbiac 245;6;2022-06-17T07:59:55+00:00;48.826233, 2.34245
En service;12e Arrondissement;Paris | boulevard de Picpus 7;7;2021-11-09T11:03:16+00:00;48.840687, 2.400428
En service;11e Arrondissement;Paris | Rue Roubo 1;5;2021-11-23T16:32:14+00:00;48.849968, 2.387246
En service;09e Arrondissement;Paris | Rue Milton 12;6;2021-10-26T14:08:31+00:00;48.87772, 2.3409176
En service;09e Arrondissement;Paris | boulevard Rochechouart 31;7;2021-11-16T16:38:44+00:00;48.882973, 2.345487
En service;08e Arrondissement;Paris | Rue de Courcelles 40;6;2021-10-26T14:16:22+00:00;48.876186, 2.3082976
En service;07e Arrondissement;Paris | Rue de Martignac 2;6;2021-10-19T15:35:46+00:00;48.859367, 2.3195393
En service;06e Arrondissement;Paris | Rue Michelet 6;7;2021-10-26T13:53:42+00:00;48.842564, 2.3363895
En service;20e Arrondissement;Paris | Rue de Lagny 117;6;2021-09-29T10:29:56+00:00;48.8492, 2.4133
En service;20e Arrondissement;Paris | Rue de Lagny 117;6;2021-09-29T10:29:39+00:00;48.8492, 2.4133
En service;20e Arrondissement;Paris | Rue Frédéric Loliée 5;6;2021-09-29T10:17:22+00:00;48.8495, 2.4062
En service;16e Arrondissement;Paris | Rue d'Auteuil 55;6;2021-09-14T14:08:54+00:00;48.8478, 2.2636
En service;17e Arrondissement;Paris | Rue Legendre 126;5;2022-02-03T10:13:08+00:00;48.8888, 2.3222
En service;17e Arrondissement;Paris | Rue de Courcelles 210;6;2021-09-14T13:54:11+00:00;48.8867, 2.2955
En service;16e Arrondissement;Paris | Avenue Georges Mandel 1;6;2021-09-07T10:29:38+00:00;48.863, 2.2858
En service;16e Arrondissement;Paris | Avenue Mozart 68;6;2021-09-21T13:17:06+00:00;48.8534, 2.2685
En service;16e Arrondissement;Paris | Avenue Mozart 68;6;2021-09-21T13:16:58+00:00;48.8534, 2.2685
En service;16e Arrondissement;Paris | Avenue Mozart 68;6;2021-09-21T13:16:50+00:00;48.8534, 2.2685
En service;18e Arrondissement;Paris | Rue Jean-François Lépine 1;7;2021-08-17T09:31:57+00:00;48.8861, 2.3591
En service;15e Arrondissement;Paris | Rue du Docteur Finlay 43;7;2022-02-10T10:31:52+00:00;48.8512, 2.2913
En service;15e Arrondissement;Paris | Rue Jean Sicard 1;7;2021-08-11T10:57:06+00:00;48.8287, 2.2989
En service;19e Arrondissement;Paris | Rue Adolphe Mille 8;6;2021-11-03T09:20:14+00:00;48.8886, 2.3888
En service;Paris centre;Paris | Rue Perrée 18;6;2021-08-26T11:04:19+00:00;48.86502, 2.360503
En service;15e Arrondissement;Paris | Rue de Dantzig 80;7;2021-09-01T07:53:24+00:00;48.8304, 2.295999
En service;10e Arrondissement;Paris | Rue du Château Landon 24;5;2021-08-17T09:34:25+00:00;48.881493, 2.362957
En service;08e Arrondissement;Paris | Rue de Liège 24;6;2021-09-21T13:26:33+00:00;48.879597, 2.3263307
En service;12e Arrondissement;Paris | Boulevard de la Bastille 20;6;2021-09-01T07:37:22+00:00;48.84837, 2.367915
En service;08e Arrondissement;Paris | Avenue George V 44;6;2021-09-21T13:11:03+00:00;48.87057, 2.301121
En service;09e Arrondissement;Paris | Rue de la Chaussée d'Antin 5;5;2021-08-26T16:21:48+00:00;48.871643, 2.3338861
En service;08e Arrondissement;Paris | Rue de Berri 10;6;2021-09-21T13:07:48+00:00;48.872448, 2.3041663
En service;08e Arrondissement;Paris | Rue de Berri 10;6;2021-09-21T13:07:46+00:00;48.872448, 2.3041663
En service;08e Arrondissement;Paris | Rue de Berri 10;6;2021-09-21T13:07:40+00:00;48.872448, 2.3041663
En service;08e Arrondissement;Paris | Rue de Courcelles 69;7;2021-09-14T13:58:51+00:00;48.87835, 2.3044934
En service;08e Arrondissement;Paris | Rue la Boétie 37;6;2021-09-14T14:21:36+00:00;48.8737, 2.314663
En service;Paris centre;Paris | Quai du Marché Neuf 8;6;2021-08-17T09:57:30+00:00;48.8542, 2.345341
En service;06e Arrondissement;Paris | Rue Jacques Callot 5;4;2021-08-11T10:12:46+00:00;48.855206, 2.337108
En service;05e Arrondissement;Paris | Rue Dante 1;4;2021-08-11T10:16:47+00:00;48.851387, 2.3472476
En service;Paris centre;Paris | Quai de Béthune 36;5;2021-08-11T10:18:20+00:00;48.851254, 2.3564553
En service;Paris centre;Paris | Boulevard Beaumarchais 87;6;2022-04-22T12:45:04+00:00;48.858967, 2.36738
En service;Paris centre;Paris | Rue des Croix des Petits Champs 4;4;2021-09-21T13:32:12+00:00;48.862465, 2.3393006
En service;07e Arrondissement;Paris | Boulevard de la Tour-Maubourg 76;6;2021-07-13T14:38:49+00:00;48.856014, 2.3097644
En service;07e Arrondissement;Paris | Boulevard de la Tour-Maubourg 76;6;2021-07-13T14:38:56+00:00;48.856014, 2.3097644
En service;16e Arrondissement;Paris | square Tolstoï 2;6;2021-07-22T15:34:45+00:00;48.8531, 2.261698
En service;15e Arrondissement;Paris | Avenue de Suffren 112;6;2021-07-09T06:35:06+00:00;48.848923, 2.3045475
En service;15e Arrondissement;Paris | Rue des Morillons 95;6;2021-07-13T13:54:15+00:00;48.831997, 2.3048475
En service;15e Arrondissement;Paris | Place Etienne Pernet  26;6;2021-07-01T07:50:00+00:00;48.842594, 2.2920513
En service;15e Arrondissement;Paris | Rue de la Croix Nivert 192;5;2021-07-13T14:13:42+00:00;48.838886, 2.2892983
En service;14e Arrondissement;Paris | Boulevard de Port-Royal 97;6;2021-06-30T14:28:51+00:00;48.838314, 2.3408663
En service;14e Arrondissement;Paris | Boulevard de Port-Royal 97;6;2021-06-30T14:28:55+00:00;48.838314, 2.3408663
En service;16e Arrondissement;Paris | Avenue Raphaël 20;6;2021-07-12T13:39:19+00:00;48.85926, 2.267881
En service;15e Arrondissement;Paris | Rue Miollis 21;7;2021-07-13T14:28:49+00:00;48.845806, 2.3038075
En service;17e Arrondissement;Paris | Place du Général Koënig 12;6;2021-06-24T14:05:02+00:00;48.88112, 2.284095
En service;12e Arrondissement;Paris | Boulevard Diderot 73;5;2021-06-18T00:00:00+00:00;48.84733, 2.3856323
En service;12e Arrondissement;Paris | Boulevard Diderot 73;5;2021-06-18T00:00:00+00:00;48.84733, 2.3856323
En service;11e Arrondissement;Paris | Rue Saint-Maur 36;4;2021-06-18T13:17:49+00:00;48.861534, 2.3809278
En service;11e Arrondissement;Paris | Boulevard Voltaire  8;3;2022-06-30T07:05:08+00:00;48.865765, 2.3664377
En service;11e Arrondissement;Paris | Boulevard Richard Lenoir 63;6;2021-06-10T13:42:19+00:00;48.86023, 2.3719914
En service;11e Arrondissement;Paris | Boulevard Richard Lenoir 36;4;2021-06-18T11:16:57+00:00;48.857258, 2.37139
En service;05e Arrondissement;Paris | bis Rue Valette 2;7;2021-06-30T13:18:18+00:00;48.848, 2.3469365
En service;09e Arrondissement;Paris | Rue Paul Escudier  2;6;2021-06-25T12:03:29+00:00;48.880642, 2.3317475
En service;20e Arrondissement;Paris | Rue Sorbier  14;6;2021-11-25T13:04:36+00:00;48.86732, 2.3906963
En service;15e Arrondissement;Paris | Rue du Colonel Pierre Avia 1;7;2021-07-22T15:11:19+00:00;48.8326, 2.2788854
En service;12e Arrondissement;Paris | Avenue du Docteur Arnold Netter 10;5;2021-06-10T14:16:29+00:00;48.841637, 2.4049802
En service;07e Arrondissement;Paris | Rue Constantine  25;5;2021-06-17T13:45:55+00:00;48.858727, 2.314834
En service;Paris centre;Paris | Boulevard Bourdon 9;6;2021-05-28T15:53:31+00:00;48.848423, 2.366004
En service;06e Arrondissement;Paris | Rue Lobineau 9;5;2021-05-12T10:00:05+00:00;48.8516, 2.3361368
En service;06e Arrondissement;Paris | Rue Lobineau 9;5;2021-05-12T00:00:00+00:00;48.8516, 2.3361368
En service;16e Arrondissement;Paris | Rue Molitor 16;6;2021-04-01T07:04:40+00:00;48.845284, 2.2640333
En service;18e Arrondissement;Paris | Rue Ordener 110;3;2021-03-15T14:42:19+00:00;48.89311, 2.34066
En service;17e Arrondissement;Paris | Boulevard de Courcelles 12;3;2021-04-07T12:20:31+00:00;48.88117, 2.313751
En service;12e Arrondissement;Paris | Boulevard Diderot 126;3;2021-06-01T13:24:08+00:00;48.847446, 2.38804
En service;11e Arrondissement;Paris | Rue Léon Frot 26;3;2021-10-26T13:23:43+00:00;48.854664, 2.387548
En service;08e Arrondissement;Paris | Rue de Rome 72;3;2021-03-15T14:41:55+00:00;48.8807, 2.321369
En service;Paris centre;Paris | Boulevard des Capucines 7;3;2021-03-15T14:41:49+00:00;48.87063, 2.33321
En service;08e Arrondissement;Paris | SAEMES Parking Saint-Augustin;15;2023-12-11T10:55:39+00:00;48.87577, 2.320347
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-05-17T07:00:49+00:00;48.856796, 2.3538697
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-05-17T06:58:06+00:00;48.856796, 2.3538697
En service;13e Arrondissement;Paris | Avenue D'Ivry 58;5;2022-01-13T16:46:14+00:00;48.824066, 2.364308
En service;10e Arrondissement;Paris | Rue du Faubourg Poissonnière 64;4;2021-11-23T16:20:28+00:00;48.87517, 2.348162
En service;20e Arrondissement;Paris | Rue des Pyrénées 137;6;2021-11-03T09:13:07+00:00;48.85844, 2.402911
En service;18e Arrondissement;Paris | Rue Marcadet 220;7;2021-10-26T13:59:02+00:00;48.892082, 2.3331354
En service;17e Arrondissement;Paris | Avenue Carnot 28;6;2021-11-23T16:31:21+00:00;48.87683, 2.2928
En service;17e Arrondissement;Paris | Avenue de Niel 28;5;2021-11-23T16:28:23+00:00;48.88103, 2.2956283
En service;17e Arrondissement;Paris | Avenue de Niel 28;5;2021-11-23T16:27:31+00:00;48.88103, 2.2956283
En service;17e Arrondissement;Paris | Rue Brémontier 19;7;2021-12-14T14:17:16+00:00;48.884953, 2.3035011
En service;16e Arrondissement;Paris | Avenue Victor Hugo 180;6;2021-11-16T16:11:31+00:00;48.865818, 2.2762194
En service;16e Arrondissement;Paris | Avenue Raymond Poincaré 51;6;2021-11-09T10:54:52+00:00;48.86697, 2.2858796
En service;16e Arrondissement;Paris | Avenue Raymond Poincaré 51;6;2021-11-09T10:54:46+00:00;48.86697, 2.2858796
En service;15e Arrondissement;Paris | Rue Sébastien Mercier 44;6;2021-11-03T09:06:39+00:00;48.84391, 2.279693
En service;15e Arrondissement;Paris | Avenue de Suffren 78;5;2021-11-03T09:15:23+00:00;48.851833, 2.2997985
En service;14e Arrondissement;Paris | Rue Henri Barbusse 66;6;2021-10-26T14:05:43+00:00;48.83912, 2.337229
En service;13e Arrondissement;Paris | Rue de Tolbiac 147;6;2021-11-03T10:00:45+00:00;48.826084, 2.358049
En service;13e Arrondissement;Paris | Rue de Tolbiac 41;6;2021-12-08T09:15:24+00:00;48.827972, 2.372195
En service;13e Arrondissement;Paris | Rue de Tolbiac 245;6;2022-06-17T07:58:39+00:00;48.826233, 2.34245
En service;12e Arrondissement;Paris | Rue des Pirogues de Bercy 44;7;2021-10-12T15:28:43+00:00;48.833412, 2.388111
En service;09e Arrondissement;Paris | Rue la Fayette 56;6;2022-08-19T13:00:25+00:00;48.875465, 2.342083
En service;08e Arrondissement;Paris | Avenue Matignon 2;6;2021-10-19T15:27:14+00:00;48.87006, 2.312597
En service;07e Arrondissement;Paris | Rue Jean Nicot 10;4;2021-10-19T15:28:47+00:00;48.86113, 2.3069868
En service;05e Arrondissement;Paris | Rue Linnée 18;7;2021-10-06T15:31:23+00:00;48.845257, 2.3548336
En service;06e Arrondissement;Paris | Rue de Rennes 105;4;2021-11-09T11:00:19+00:00;48.84896, 2.328735
En service;Paris centre;Paris | Rue Neuve Saint-Pierre 2;5;2021-10-12T15:46:08+00:00;48.853573, 2.363958
En service;Paris centre;Paris | Rue du Temple 36;4;2021-10-19T15:14:43+00:00;48.85967, 2.3542652
En service;20e Arrondissement;Paris | Boulevard Mortier 15;5;2021-09-29T10:00:34+00:00;48.8657, 2.4087
En service;18e Arrondissement;Paris | Rue Championnet 28;6;2021-09-14T15:06:56+00:00;48.8954, 2.35
En service;17e Arrondissement;Paris | Rue Georges Berger 2;6;2021-09-14T14:48:32+00:00;48.8809, 2.3099
En service;17e Arrondissement;Paris | Rue Georges Berger 2;6;2021-09-14T14:48:24+00:00;48.8809, 2.3099
En service;16e Arrondissement;Paris | Avenue Marceau 1;5;2021-09-07T10:31:59+00:00;48.8655, 2.2996
En service;17e Arrondissement;Paris | Rue Marguerite Long 11;6;2021-09-07T09:47:57+00:00;48.8914, 2.304
En service;16e Arrondissement;Paris | Boulevard Murat 157;6;2021-09-07T10:21:31+00:00;48.8379, 2.2628
En service;16e Arrondissement;Paris | Boulevard Exelmans 77;4;2021-09-07T10:23:38+00:00;48.8433, 2.2595
En service;16e Arrondissement;Paris | Avenue Georges Mandel 42 bis;6;2021-09-01T00:00:00+00:00;48.864, 2.2806
En service;16e Arrondissement;Paris |  Avenue de Malakoff 115;6;2021-09-14T00:00:00+00:00;48.8735, 2.2843
En service;15e Arrondissement;Paris | Rue de l'Arrivée 16;6;2021-09-01T07:48:47+00:00;48.8432, 2.3217
En service;15e Arrondissement;Paris | Rue Houdart de Lamotte 2;6;2021-08-11T11:02:17+00:00;48.8407, 2.2876
En service;Paris centre;Paris | Rue Perrée 18;6;2021-08-26T11:04:37+00:00;48.86502, 2.360503
En service;13e Arrondissement;Paris | Rue Gouthière 12;6;2021-09-29T10:09:01+00:00;48.820423, 2.3512075
En service;13e Arrondissement;Paris | Rue Gouthière 12;6;2021-09-29T10:08:58+00:00;48.820423, 2.3512075
En service;14e Arrondissement;Paris | Rue du Départ 23;6;2021-09-01T07:46:03+00:00;48.842175, 2.323305
En service;14e Arrondissement;Paris | Rue du Départ 23;6;2021-09-01T07:45:43+00:00;48.842175, 2.323305
En service;11e Arrondissement;Paris | Avenue de la République 5;6;2021-10-12T15:27:43+00:00;48.86661, 2.36784
En service;11e Arrondissement;Paris | Bis Avenue Parmentier 125;6;2021-08-26T10:20:02+00:00;48.86908, 2.371679
En service;11e Arrondissement;Paris | Rue Faidherbe 27;5;2021-08-25T16:15:10+00:00;48.852573, 2.3830369
En service;12e Arrondissement;Paris | Avenue Ledru Rollin 20;6;2024-08-19T10:58:42+00:00;48.84652, 2.3692153
En service;12e Arrondissement;Paris | Avenue Ledru Rollin 20;6;2023-07-20T10:33:01+00:00;48.84652, 2.3692153
En service;10e Arrondissement;Paris | Rue Beaurepaire 31;6;2021-08-17T09:41:44+00:00;48.87119, 2.364206
En service;08e Arrondissement;Paris | Rue de Liège 24;6;2021-09-21T13:26:26+00:00;48.879597, 2.3263307
En service;12e Arrondissement;Paris | Boulevard de la Bastille 20;6;2021-09-01T07:37:18+00:00;48.84837, 2.367915
En service;08e Arrondissement;Paris | Avenue George V 44;6;2021-09-21T13:10:55+00:00;48.87057, 2.301121
En service;09e Arrondissement;Paris | Rue de la Chaussée d'Antin 5;5;2021-08-26T16:21:56+00:00;48.871643, 2.3338861
En service;08e Arrondissement;Paris | Rue Francois 1er 7;7;2021-08-19T00:00:00+00:00;48.865772, 2.308419
En service;07e Arrondissement;Paris | Rue du Bac 142;5;2021-08-17T10:06:33+00:00;48.85082, 2.3237967
En service;07e Arrondissement;Paris | Rue du Bac 142;5;2021-08-17T10:06:27+00:00;48.85082, 2.3237967
En service;05e Arrondissement;Paris | Rue Monge 58;5;2021-08-11T10:27:04+00:00;48.84443, 2.3522773
En service;Paris centre;Paris | Quai de Béthune 36;5;2021-08-11T10:18:24+00:00;48.851254, 2.3564553
En service;Paris centre;Paris | Rue de la Paix 24;5;2021-08-27T08:39:35+00:00;48.869926, 2.3320835
En service;18e Arrondissement;Paris | Rue Custine 17;6;2021-07-21T15:51:14+00:00;48.88836, 2.3480344
En service;18e Arrondissement;Paris | Rue Custine 17;6;2021-07-21T15:51:35+00:00;48.88836, 2.3480344
En service;08e Arrondissement;Paris | Boulevard des Batignolles 9;4;2021-07-13T12:08:30+00:00;48.883015, 2.325922
En service;16e Arrondissement;Paris | Avenue de Versailles  53;5;2021-07-22T15:24:37+00:00;48.847862, 2.2745266
En service;16e Arrondissement;Paris | Avenue Théophile Gauthier 14;6;2021-07-22T15:29:29+00:00;48.850754, 2.2739246
En service;20e Arrondissement;Paris | Rue Julien Lacroix 39;6;2021-07-07T09:10:44+00:00;48.86986, 2.38494
En service;16e Arrondissement;Paris | Rue des Eaux  2;5;2021-11-09T11:00:08+00:00;48.85666, 2.2856026
En service;15e Arrondissement;Paris | Rue de la Convention  75;4;2021-07-01T07:51:00+00:00;48.842567, 2.2848904
En service;18e Arrondissement;Paris | Rue Fernand Labori  1;7;2021-07-13T12:42:26+00:00;48.898304, 2.3423252
En service;15e Arrondissement;Paris | Place Etienne Pernet  26;6;2021-07-01T07:49:42+00:00;48.842594, 2.2920513
En service;15e Arrondissement;Paris | Place Etienne Pernet  26;6;2021-07-01T07:49:36+00:00;48.842594, 2.2920513
En service;19e Arrondissement;Paris | Avenue de Flandre 61;7;2021-07-12T13:51:38+00:00;48.888195, 2.37308
En service;08e Arrondissement;Paris | Rue de Rome  73;6;2021-06-17T11:36:36+00:00;48.881832, 2.32056
En service;Paris centre;Paris | Rue Bertin Poirée 14;6;2021-07-07T08:49:31+00:00;48.85881, 2.3449502
En service;12e Arrondissement;Paris | Rue du Charolais 2;6;2021-07-01T11:24:17+00:00;48.83919, 2.387853
